pos,neg,neu,compound
0.0,0.481,0.519,-0.5719
0.161,0.178,0.66,-0.1783
0.116,0.208,0.677,-0.6411
0.035,0.0,0.965,0.0772
0.066,0.167,0.767,-0.5859
0.099,0.205,0.696,-0.4404
0.064,0.111,0.825,-0.4215
0.095,0.331,0.574,-0.7906
0.097,0.0,0.903,0.4215
0.098,0.26,0.642,-0.743
0.122,0.277,0.601,-0.9209
0.201,0.083,0.716,0.4829
0.359,0.087,0.554,0.8531
0.296,0.086,0.618,0.8319
0.113,0.0,0.887,0.5334
0.337,0.048,0.615,0.8931
0.0,0.077,0.923,-0.6124
0.0,0.425,0.575,-0.5719
0.09,0.26,0.65,-0.5267
0.075,0.081,0.844,-0.3182
0.048,0.03,0.922,0.2135
0.262,0.038,0.701,0.8442
0.114,0.096,0.79,0.2263
0.0,0.334,0.666,-0.9109
0.0,0.17,0.83,-0.3535
0.071,0.181,0.748,-0.8006
0.0,0.288,0.712,-0.9595
0.175,0.275,0.55,-0.6249
0.066,0.223,0.711,-0.7884
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.162,0.0,0.838,0.4019
0.115,0.131,0.754,-0.1027
0.203,0.103,0.695,0.4632
0.266,0.0,0.734,0.4404
0.0,0.361,0.639,-0.8422
0.0,0.0,1.0,0.0
0.093,0.086,0.821,-0.1779
0.21,0.37,0.42,-0.4404
0.045,0.082,0.872,-0.338
0.156,0.186,0.659,-0.3612
0.0,0.176,0.824,-0.8271
0.055,0.221,0.723,-0.5994
0.234,0.0,0.766,0.6939
0.169,0.196,0.635,-0.3477
0.419,0.0,0.581,0.8779
0.205,0.0,0.795,0.6597
0.068,0.145,0.787,-0.5574
0.157,0.0,0.843,0.0772
0.284,0.099,0.617,0.3612
0.0,0.519,0.481,-0.8633
0.0,0.211,0.789,-0.91
0.0,0.213,0.787,-0.6808
0.368,0.349,0.283,0.0516
0.057,0.114,0.829,-0.357
0.238,0.0,0.762,0.3612
0.0,0.0,1.0,0.0
0.0,0.238,0.762,-0.8316
0.0,0.141,0.859,-0.561
0.0,0.595,0.405,-0.6597
0.232,0.126,0.641,0.0772
0.337,0.09,0.574,0.872
0.081,0.231,0.688,-0.5267
0.301,0.0,0.699,0.681
0.483,0.0,0.517,0.6808
0.249,0.125,0.626,0.2896
0.128,0.0,0.872,0.3612
0.176,0.125,0.699,0.1027
0.299,0.0,0.701,0.7506
0.0,0.235,0.765,-0.6486
0.0,0.14,0.86,-0.4767
0.0,0.2,0.8,-0.3612
0.14,0.0,0.86,0.0772
0.09,0.074,0.836,0.128
0.047,0.251,0.702,-0.9118
0.0,0.0,1.0,0.0
0.236,0.0,0.764,0.6041
0.0,0.092,0.908,-0.5346
0.038,0.229,0.733,-0.8719
0.0,0.091,0.909,-0.4019
0.148,0.272,0.58,-0.6908
0.0,0.0,1.0,0.0
0.0,0.35,0.65,-0.7906
0.0,0.05,0.95,-0.2732
0.0,0.0,1.0,0.0
0.283,0.159,0.558,0.4404
0.148,0.0,0.852,0.3089
0.106,0.25,0.644,-0.4228
0.0,0.0,1.0,0.0
0.0,0.13,0.87,-0.6705
0.165,0.131,0.704,0.2732
0.098,0.115,0.786,-0.4005
0.0,0.412,0.588,-0.6369
0.05,0.136,0.814,-0.624
0.187,0.0,0.813,0.6486
0.234,0.17,0.596,0.1027
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.272,0.0,0.728,0.6077
0.091,0.064,0.845,0.1531
0.0,0.0,1.0,0.0
0.043,0.138,0.818,-0.5719
0.06,0.193,0.747,-0.6705
0.214,0.372,0.414,-0.7506
0.275,0.117,0.608,0.9047
0.389,0.0,0.611,0.6942
0.195,0.0,0.805,0.8481
0.067,0.222,0.711,-0.8316
0.212,0.0,0.788,0.8126
0.17,0.1,0.73,0.1531
0.12,0.0,0.88,0.128
0.0,0.429,0.571,-0.8176
0.0,0.136,0.864,-0.5106
0.029,0.276,0.695,-0.9186
0.07,0.12,0.81,-0.4215
0.0,0.237,0.763,-0.6785
0.106,0.0,0.894,0.0772
0.0,0.593,0.407,-0.9393
0.069,0.064,0.867,0.0598
0.0,0.328,0.672,-0.6597
0.0,0.6,0.4,-0.875
0.0,0.285,0.715,-0.7885
0.157,0.409,0.433,-0.7506
0.0,0.559,0.441,-0.5859
0.091,0.142,0.767,-0.25
0.089,0.26,0.651,-0.8887
0.107,0.044,0.848,0.5458
0.18,0.194,0.626,-0.4425
0.099,0.123,0.778,-0.4193
0.231,0.0,0.769,0.5106
0.0,0.0,1.0,0.0
0.109,0.435,0.455,-0.9461
0.0,0.0,1.0,0.0
0.121,0.135,0.744,-0.5927
0.164,0.319,0.517,-0.4215
0.0,0.412,0.588,-0.743
0.055,0.184,0.76,-0.765
0.0,0.28,0.72,-0.9349
0.171,0.225,0.604,-0.3226
0.0,0.0,1.0,0.0
0.077,0.122,0.801,-0.34
0.251,0.0,0.749,0.6908
0.0,0.439,0.561,-0.8555
0.06,0.338,0.601,-0.9298
0.252,0.0,0.748,0.5719
0.149,0.201,0.65,-0.4101
0.234,0.123,0.643,0.4497
0.0,0.315,0.685,-0.5574
0.0,0.131,0.869,-0.7096
0.0,0.163,0.837,-0.5096
0.0,0.89,0.11,-0.9528
0.0,0.0,1.0,0.0
0.0,0.304,0.696,-0.5423
0.075,0.302,0.623,-0.8906
0.048,0.197,0.754,-0.8271
0.0,0.0,1.0,0.0
0.126,0.194,0.681,-0.3182
0.48,0.0,0.52,0.8519
0.052,0.067,0.881,0.0258
0.0,0.0,1.0,0.0
0.0,0.077,0.923,-0.3246
0.104,0.327,0.568,-0.9319
0.287,0.24,0.472,0.296
0.0,0.204,0.796,-0.3182
0.0,0.231,0.769,-0.5574
0.109,0.0,0.891,0.4215
0.228,0.269,0.503,-0.34
0.194,0.0,0.806,0.5859
0.025,0.0,0.975,0.0772
0.265,0.253,0.482,0.0258
0.319,0.143,0.537,0.4497
0.164,0.162,0.673,-0.228
0.0,0.643,0.357,-0.8957
0.288,0.13,0.582,0.5574
0.092,0.31,0.599,-0.802
0.0,0.199,0.801,-0.898
0.099,0.16,0.741,-0.4939
0.051,0.402,0.547,-0.9763
0.056,0.142,0.803,-0.5023
0.0,0.27,0.73,-0.5709
0.0,0.0,1.0,0.0
0.029,0.293,0.677,-0.9136
0.064,0.0,0.936,0.0772
0.195,0.19,0.615,-0.2263
0.385,0.188,0.427,0.5574
0.179,0.0,0.821,0.8625
0.133,0.405,0.462,-0.8074
0.0,0.0,1.0,0.0
0.0,0.199,0.801,-0.8142
0.063,0.257,0.68,-0.6124
0.0,0.0,1.0,0.0
0.139,0.196,0.665,-0.4588
0.208,0.0,0.792,0.2732
0.231,0.398,0.37,-0.4215
0.209,0.0,0.791,0.4404
0.0,0.257,0.743,-0.5859
0.412,0.0,0.588,0.6808
0.0,0.247,0.753,-0.802
0.109,0.457,0.433,-0.9839
0.0,0.333,0.667,-0.8402
0.0,0.0,1.0,0.0
0.0,0.484,0.516,-0.9432
0.143,0.0,0.857,0.7579
0.0,0.247,0.753,-0.8481
0.14,0.198,0.662,-0.6486
0.0,0.194,0.806,-0.6249
0.0,0.485,0.515,-0.765
0.0,0.0,1.0,0.0
0.123,0.07,0.807,0.0
0.071,0.214,0.714,-0.7783
0.0,0.217,0.783,-0.5574
0.0,0.595,0.405,-0.8316
0.251,0.101,0.648,0.5719
0.0,0.0,1.0,0.0
0.0,0.403,0.597,-0.9829
0.153,0.0,0.847,0.5023
0.0,0.167,0.833,-0.5574
0.097,0.38,0.523,-0.9633
0.179,0.102,0.719,0.6915
0.119,0.14,0.741,-0.128
0.053,0.146,0.801,-0.6249
0.132,0.171,0.697,-0.6715
0.135,0.035,0.83,0.6093
0.0,0.216,0.784,-0.765
0.0,0.0,1.0,0.0
0.346,0.0,0.654,0.6486
0.036,0.161,0.803,-0.6353
0.162,0.302,0.536,-0.6888
0.0,0.15,0.85,-0.3182
0.09,0.077,0.833,0.1027
0.208,0.172,0.62,-0.0603
0.071,0.145,0.784,-0.4657
0.0,0.188,0.812,-0.6597
0.069,0.244,0.687,-0.6808
0.0,0.24,0.76,-0.8689
0.183,0.093,0.724,0.381
0.151,0.216,0.633,-0.4588
0.042,0.0,0.958,0.0772
0.0,0.487,0.513,-0.5859
0.15,0.148,0.702,0.0258
0.0,0.236,0.764,-0.5267
0.0,0.0,1.0,0.0
0.103,0.224,0.673,-0.6055
0.0,0.252,0.748,-0.9451
0.158,0.272,0.57,-0.4215
0.047,0.36,0.593,-0.9501
0.0,0.405,0.595,-0.9604
0.089,0.157,0.754,-0.4767
0.058,0.304,0.637,-0.9313
0.0,0.524,0.476,-0.6597
0.205,0.102,0.692,0.7154
0.359,0.0,0.641,0.838
0.062,0.0,0.938,0.1027
0.0,0.135,0.865,-0.1027
0.231,0.0,0.769,0.765
0.176,0.245,0.578,-0.7178
0.061,0.122,0.816,-0.3612
0.128,0.114,0.758,0.0772
0.219,0.365,0.417,-0.34
0.043,0.318,0.639,-0.9509
0.0,0.508,0.492,-0.9849
0.0,0.636,0.364,-0.5423
0.069,0.061,0.87,0.0498
0.192,0.0,0.808,0.6124
0.213,0.248,0.539,-0.128
0.0,0.15,0.85,-0.2755
0.137,0.158,0.705,-0.25
0.0,0.0,1.0,0.0
0.0,0.045,0.955,-0.2732
0.109,0.155,0.736,-0.4666
0.029,0.337,0.633,-0.9274
0.0,0.0,1.0,0.0
0.0,0.462,0.538,-0.6486
0.203,0.0,0.797,0.4215
0.0,0.137,0.863,-0.5574
0.0,0.0,1.0,0.0
0.144,0.374,0.481,-0.7351
0.0,0.0,1.0,0.0
0.27,0.362,0.368,-0.3612
0.188,0.047,0.765,0.8176
0.0,0.249,0.751,-0.6486
0.0,0.0,1.0,0.0
0.027,0.323,0.649,-0.9446
0.492,0.0,0.508,0.4404
0.0,0.394,0.606,-0.8316
0.167,0.0,0.833,0.3818
0.0,0.0,1.0,0.0
0.189,0.214,0.597,-0.128
0.027,0.134,0.839,-0.7269
0.073,0.192,0.734,-0.4767
0.11,0.216,0.675,-0.4835
0.0,0.0,1.0,0.0
0.0,0.301,0.699,-0.6486
0.0,0.193,0.807,-0.8689
0.094,0.437,0.469,-0.8225
0.0,0.355,0.645,-0.296
0.154,0.189,0.658,-0.2023
0.0,0.481,0.519,-0.7579
0.291,0.077,0.632,0.5232
0.0,0.403,0.597,-0.4019
0.052,0.206,0.742,-0.7579
0.037,0.29,0.673,-0.7845
0.198,0.233,0.569,-0.2944
0.0,0.444,0.556,-0.802
0.275,0.242,0.483,0.1779
0.142,0.0,0.858,0.2057
0.289,0.225,0.486,0.1298
0.0,0.796,0.204,-0.8316
0.116,0.196,0.688,-0.3612
0.165,0.128,0.707,-0.0459
0.209,0.0,0.791,0.4404
0.107,0.377,0.516,-0.7783
0.497,0.178,0.324,0.6037
0.0,0.235,0.765,-0.6115
0.4,0.0,0.6,0.7184
0.227,0.0,0.773,0.802
0.148,0.0,0.852,0.743
0.0,0.0,1.0,0.0
0.129,0.192,0.679,-0.6059
0.114,0.114,0.773,0.0
0.0,0.0,1.0,0.0
0.14,0.248,0.612,-0.6908
0.0,0.0,1.0,0.0
0.082,0.223,0.695,-0.9209
0.0,0.42,0.58,-0.9848
0.108,0.494,0.398,-0.8934
0.219,0.211,0.57,-0.1935
0.0,0.275,0.725,-0.6486
0.091,0.315,0.594,-0.8555
0.0,0.623,0.377,-0.5106
0.061,0.291,0.648,-0.9199
0.0,0.487,0.513,-0.5859
0.088,0.325,0.587,-0.7543
0.0,0.0,1.0,0.0
0.031,0.294,0.675,-0.9169
0.157,0.0,0.843,0.0772
0.0,0.27,0.73,-0.8971
0.152,0.23,0.618,-0.6369
0.0,0.113,0.887,-0.3182
0.192,0.117,0.691,0.4988
0.0,0.323,0.677,-0.6486
0.0,0.246,0.754,-0.6369
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.16,0.308,0.532,-0.5994
0.104,0.046,0.85,0.4767
0.0,0.0,1.0,0.0
0.106,0.0,0.894,0.0772
0.0,0.19,0.81,-0.7906
0.339,0.089,0.571,0.6886
0.0,0.422,0.578,-0.8074
0.105,0.196,0.699,-0.6743
0.097,0.166,0.737,-0.4588
0.15,0.45,0.4,-0.7906
0.178,0.094,0.728,0.5751
0.054,0.283,0.664,-0.9136
0.0,0.122,0.878,-0.4406
0.0,0.571,0.429,-0.6115
0.0,0.315,0.685,-0.6808
0.114,0.338,0.548,-0.7096
0.079,0.095,0.826,-0.1027
0.0,0.333,0.667,-0.6115
0.157,0.179,0.664,0.0
0.048,0.121,0.832,-0.4784
0.0,0.316,0.684,-0.5719
0.144,0.076,0.78,0.4523
0.0,0.231,0.769,-0.6249
0.213,0.131,0.656,0.3612
0.047,0.184,0.769,-0.8316
0.0,0.0,1.0,0.0
0.284,0.0,0.716,0.5223
0.0,0.192,0.808,-0.6948
0.112,0.0,0.888,0.4404
0.044,0.228,0.728,-0.872
0.122,0.266,0.611,-0.6486
0.178,0.22,0.602,-0.5386
0.142,0.352,0.507,-0.8578
0.218,0.155,0.627,0.4492
0.222,0.0,0.778,0.5719
0.079,0.403,0.518,-0.9638
0.0,0.218,0.782,-0.7057
0.0,0.312,0.688,-0.9122
0.0,0.0,1.0,0.0
0.314,0.226,0.459,0.3612
0.402,0.127,0.471,0.8107
0.0,0.0,1.0,0.0
0.088,0.0,0.912,0.1655
0.156,0.138,0.706,0.128
0.109,0.24,0.651,-0.3851
0.0,0.312,0.688,-0.7732
0.0,0.0,1.0,0.0
0.079,0.292,0.629,-0.8464
0.328,0.187,0.485,0.6808
0.0,0.0,1.0,0.0
0.177,0.184,0.639,-0.0772
0.056,0.07,0.874,-0.1531
0.079,0.15,0.771,-0.4614
0.245,0.154,0.601,0.5189
0.506,0.0,0.494,0.6249
0.0,0.432,0.568,-0.7814
0.099,0.332,0.569,-0.9584
0.0,0.0,1.0,0.0
0.217,0.0,0.783,0.6124
0.146,0.0,0.854,0.5574
0.07,0.148,0.781,-0.25
0.0,0.0,1.0,0.0
0.107,0.0,0.893,0.6369
0.447,0.128,0.426,0.875
0.0,0.127,0.873,-0.6204
0.115,0.338,0.547,-0.7752
0.442,0.0,0.558,0.971
0.178,0.0,0.822,0.3818
0.103,0.212,0.685,-0.5426
0.188,0.0,0.812,0.6249
0.0,0.0,1.0,0.0
0.145,0.168,0.687,-0.4939
0.353,0.311,0.336,0.128
0.055,0.089,0.856,-0.3506
0.091,0.0,0.909,0.2732
0.209,0.501,0.29,-0.7206
0.277,0.0,0.723,0.3182
0.206,0.291,0.503,-0.7096
0.156,0.232,0.611,-0.4767
0.0,0.825,0.175,-0.8555
0.13,0.0,0.87,0.4588
0.17,0.138,0.692,0.128
0.035,0.132,0.833,-0.5574
0.0,0.669,0.331,-0.8442
0.047,0.318,0.635,-0.9349
0.047,0.409,0.544,-0.9635
0.212,0.482,0.306,-0.5478
0.092,0.157,0.751,-0.4404
0.336,0.344,0.32,-0.0258
0.065,0.379,0.556,-0.9571
0.0,0.285,0.715,-0.6115
0.0,0.375,0.625,-0.5859
0.0,0.301,0.699,-0.6486
0.0,0.316,0.684,-0.5719
0.256,0.286,0.458,-0.2023
0.0,0.0,1.0,0.0
0.077,0.069,0.854,0.0516
0.0,0.543,0.457,-0.6956
0.0,0.0,1.0,0.0
0.0,0.084,0.916,-0.296
0.0,0.062,0.938,-0.3182
0.07,0.062,0.868,0.0772
0.237,0.237,0.526,-0.25
0.101,0.122,0.777,-0.5859
0.0,0.261,0.739,-0.93
0.0,0.468,0.532,-0.6597
0.18,0.099,0.721,0.2023
0.105,0.426,0.469,-0.9771
0.067,0.181,0.752,-0.6249
0.362,0.243,0.395,0.2023
0.0,0.537,0.463,-0.9677
0.0,0.234,0.766,-0.7003
0.0,0.357,0.643,-0.7269
0.163,0.0,0.837,0.6652
0.295,0.389,0.316,-0.2263
0.0,0.429,0.571,-0.8411
0.137,0.106,0.757,0.121
0.145,0.148,0.707,-0.4939
0.11,0.429,0.461,-0.8779
0.172,0.0,0.828,0.3612
0.0,0.0,1.0,0.0
0.07,0.08,0.85,-0.0772
0.0,0.709,0.291,-0.8074
0.254,0.291,0.454,-0.2037
0.0,0.175,0.825,-0.1779
0.0,0.613,0.387,-0.969
0.078,0.0,0.922,0.4215
0.119,0.348,0.533,-0.765
0.162,0.199,0.639,-0.4513
0.098,0.0,0.902,0.0772
0.384,0.0,0.616,0.8818
0.075,0.114,0.811,-0.2201
0.0,0.392,0.608,-0.7536
0.0,0.317,0.683,-0.836
0.23,0.26,0.51,-0.5145
0.0,0.218,0.782,-0.5994
0.0,0.273,0.727,-0.8674
0.209,0.037,0.754,0.7207
0.0,0.0,1.0,0.0
0.0,0.25,0.75,-0.9563
0.0,0.278,0.722,-0.4023
0.0,0.209,0.791,-0.5719
0.0,0.0,1.0,0.0
0.141,0.0,0.859,0.4215
0.14,0.05,0.81,0.6249
0.159,0.265,0.576,-0.6908
0.179,0.168,0.652,0.0516
0.093,0.109,0.799,-0.128
0.0,0.432,0.568,-0.5859
0.0,0.1,0.9,-0.4404
0.0,0.163,0.837,-0.6249
0.146,0.0,0.854,0.4404
0.0,0.355,0.645,-0.8689
0.0,0.34,0.66,-0.9427
0.149,0.165,0.686,-0.3971
0.375,0.209,0.416,0.4902
0.136,0.0,0.864,0.4585
0.217,0.071,0.712,0.5994
0.095,0.0,0.905,0.2235
0.0,0.142,0.858,-0.7425
0.049,0.037,0.914,0.1754
0.176,0.097,0.727,0.5994
0.277,0.167,0.556,0.5189
0.302,0.0,0.698,0.0772
0.068,0.191,0.741,-0.6124
0.0,0.236,0.764,-0.5719
0.0,0.39,0.61,-0.729
0.0,0.0,1.0,0.0
0.169,0.431,0.4,-0.7096
0.062,0.172,0.766,-0.5106
0.154,0.0,0.846,0.802
0.167,0.0,0.833,0.4215
0.0,0.173,0.827,-0.3182
0.195,0.324,0.48,-0.6486
0.142,0.25,0.608,-0.4927
0.104,0.197,0.699,-0.7096
0.0,0.612,0.388,-0.836
0.048,0.0,0.952,0.0772
0.0,0.423,0.577,-0.6597
0.0,0.312,0.688,-0.9259
0.0,0.342,0.658,-0.6369
0.061,0.158,0.781,-0.5745
0.243,0.057,0.699,0.7284
0.153,0.263,0.584,-0.3612
0.42,0.0,0.58,0.8271
0.068,0.168,0.764,-0.6908
0.0,0.64,0.36,-0.836
0.294,0.063,0.644,0.9186
0.222,0.121,0.657,0.4576
0.227,0.108,0.664,0.7003
0.042,0.28,0.678,-0.8107
0.213,0.154,0.633,0.5574
0.121,0.101,0.778,-0.0772
0.188,0.0,0.812,0.6908
0.107,0.249,0.644,-0.5118
0.0,0.618,0.382,-0.8658
0.068,0.327,0.606,-0.8861
0.283,0.258,0.459,0.25
0.487,0.0,0.513,0.5859
0.0,0.225,0.775,-0.4939
0.265,0.0,0.735,0.9245
0.111,0.0,0.889,0.3612
0.261,0.0,0.739,0.6486
0.0,0.0,1.0,0.0
0.0,0.247,0.753,-0.5574
0.228,0.059,0.712,0.6908
0.0,0.0,1.0,0.0
0.057,0.336,0.607,-0.9354
0.0,0.771,0.229,-0.926
0.0,0.147,0.853,-0.7506
0.331,0.216,0.453,0.891
0.0,0.298,0.702,-0.5267
0.0,0.0,1.0,0.0
0.0,0.369,0.631,-0.5434
0.385,0.0,0.615,0.3612
0.092,0.108,0.8,-0.2108
0.0,0.344,0.656,-0.6369
0.152,0.0,0.848,0.7481
0.0,0.0,1.0,0.0
0.229,0.0,0.771,0.8481
0.0,0.688,0.312,-0.6597
0.0,0.228,0.772,-0.7964
0.145,0.0,0.855,0.789
0.129,0.381,0.49,-0.9231
0.124,0.143,0.734,-0.128
0.0,0.49,0.51,-0.6969
0.182,0.296,0.521,-0.5423
0.18,0.113,0.707,0.4588
0.0,0.086,0.914,-0.5267
0.0,0.0,1.0,0.0
0.182,0.089,0.729,0.3134
0.0,0.326,0.674,-0.9009
0.0,0.452,0.548,-0.5106
0.08,0.234,0.687,-0.8704
0.0,0.273,0.727,-0.6705
0.0,0.241,0.759,-0.6908
0.103,0.472,0.426,-0.9081
0.404,0.0,0.596,0.8807
0.076,0.0,0.924,0.5859
0.0,0.096,0.904,-0.5423
0.0,0.291,0.709,-0.8625
0.0,0.646,0.354,-0.8074
0.327,0.0,0.673,0.743
0.0,0.355,0.645,-0.6705
0.347,0.169,0.484,0.5267
0.031,0.406,0.563,-0.9828
0.101,0.314,0.585,-0.8979
0.245,0.0,0.755,0.6369
0.0,0.417,0.583,-0.9313
0.239,0.303,0.459,-0.34
0.219,0.0,0.781,0.5994
0.113,0.179,0.708,-0.34
0.0,0.0,1.0,0.0
0.073,0.313,0.614,-0.8481
0.0,0.254,0.746,-0.1779
0.062,0.05,0.888,0.1531
0.206,0.0,0.794,0.6369
0.04,0.105,0.855,-0.2846
0.156,0.232,0.611,-0.3063
0.0,0.415,0.585,-0.8313
0.0,0.099,0.901,-0.3182
0.301,0.209,0.491,0.8692
0.424,0.0,0.576,0.5994
0.07,0.182,0.749,-0.4767
0.0,0.418,0.582,-0.6668
0.069,0.114,0.817,-0.128
0.148,0.222,0.629,-0.743
0.0,0.0,1.0,0.0
0.099,0.182,0.719,-0.5591
0.0,0.0,1.0,0.0
0.096,0.132,0.772,-0.2732
0.143,0.236,0.621,-0.4588
0.0,0.0,1.0,0.0
0.16,0.09,0.751,0.2259
0.165,0.475,0.36,-0.6486
0.302,0.0,0.698,0.0772
0.0,0.202,0.798,-0.765
0.0,0.0,1.0,0.0
0.33,0.0,0.67,0.9595
0.0,0.046,0.954,-0.1215
0.242,0.22,0.538,-0.3612
0.09,0.401,0.508,-0.9612
0.067,0.113,0.821,-0.2263
0.135,0.033,0.831,0.3182
0.067,0.074,0.859,-0.0772
0.0,0.481,0.519,-0.8126
0.0,0.297,0.703,-0.5859
0.083,0.271,0.646,-0.8074
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.422,0.394,0.183,-0.1779
0.162,0.074,0.764,0.5296
0.109,0.049,0.842,0.5267
0.0,0.467,0.533,-0.5423
0.053,0.069,0.878,-0.2263
0.0,0.219,0.781,-0.791
0.123,0.216,0.66,-0.6557
0.0,0.332,0.668,-0.9468
0.09,0.074,0.836,0.2146
0.079,0.327,0.594,-0.8173
0.0,0.145,0.855,-0.296
0.302,0.0,0.698,0.5994
0.171,0.071,0.758,0.4023
0.196,0.407,0.398,-0.7841
0.289,0.267,0.444,0.0772
0.153,0.247,0.6,-0.34
0.13,0.0,0.87,0.6249
0.0,0.0,1.0,0.0
0.552,0.158,0.29,0.8591
0.056,0.112,0.831,-0.5106
0.253,0.125,0.623,0.5719
0.0,0.311,0.689,-0.8591
0.214,0.0,0.786,0.4588
0.347,0.273,0.379,0.5719
0.056,0.209,0.735,-0.7351
0.139,0.0,0.861,0.4404
0.0,0.645,0.355,-0.8442
0.0,0.063,0.937,-0.2057
0.0,0.096,0.904,-0.3252
0.106,0.311,0.583,-0.8883
0.0,0.213,0.787,-0.5859
0.0,0.239,0.761,-0.765
0.0,0.479,0.521,-0.9485
0.089,0.086,0.825,0.015
0.0,0.0,1.0,0.0
0.293,0.299,0.408,-0.2732
0.075,0.06,0.865,0.2023
0.052,0.221,0.727,-0.8689
0.206,0.081,0.713,0.3947
0.0,0.0,1.0,0.0
0.049,0.57,0.38,-0.9402
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.5,0.5,-0.875
0.193,0.219,0.588,-0.4767
0.078,0.381,0.541,-0.9201
0.049,0.367,0.584,-0.9607
0.148,0.0,0.852,0.3089
0.204,0.178,0.618,-0.2023
0.0,0.0,1.0,0.0
0.198,0.232,0.57,-0.2263
0.0,0.174,0.826,-0.2755
0.107,0.094,0.799,-0.128
0.0,0.0,1.0,0.0
0.0,0.215,0.785,-0.659
0.0,0.209,0.791,-0.7003
0.113,0.0,0.887,0.4215
0.23,0.139,0.631,0.4404
0.394,0.0,0.606,0.3071
0.179,0.117,0.704,0.5047
0.367,0.054,0.578,0.9081
0.205,0.0,0.795,0.4767
0.085,0.397,0.518,-0.8564
0.12,0.123,0.757,-0.0258
0.089,0.093,0.818,-0.033
0.299,0.052,0.649,0.8334
0.18,0.0,0.82,0.296
0.251,0.073,0.676,0.765
0.171,0.639,0.19,-0.8126
0.136,0.149,0.715,-0.3716
0.328,0.0,0.672,0.7783
0.0,0.354,0.646,-0.91
0.0,0.458,0.542,-0.8225
0.053,0.235,0.711,-0.8028
0.098,0.196,0.706,-0.7469
0.112,0.23,0.658,-0.7911
0.0,0.552,0.448,-0.8126
0.208,0.209,0.582,-0.2617
0.0,0.177,0.823,-0.6486
0.091,0.0,0.909,0.128
0.087,0.081,0.832,-0.1779
0.048,0.536,0.416,-0.9686
0.0,0.367,0.633,-0.4404
0.0,0.093,0.907,-0.5423
0.297,0.135,0.568,0.4019
0.0,0.236,0.764,-0.5719
0.0,0.0,1.0,0.0
0.072,0.216,0.711,-0.6179
0.124,0.276,0.599,-0.8864
0.197,0.0,0.803,0.658
0.0,0.0,1.0,0.0
0.236,0.319,0.446,-0.3862
0.155,0.055,0.79,0.5499
0.117,0.262,0.62,-0.8788
0.066,0.227,0.707,-0.8225
0.141,0.181,0.678,-0.6622
0.277,0.426,0.297,-0.3612
0.131,0.284,0.586,-0.5267
0.1,0.186,0.714,-0.2023
0.219,0.119,0.662,0.4588
0.237,0.0,0.763,0.4767
0.318,0.0,0.682,0.7783
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.358,0.317,0.325,-0.128
0.0,0.643,0.357,-0.8957
0.0,0.239,0.761,-0.9468
0.0,0.152,0.848,-0.5897
0.0,0.272,0.728,-0.6818
0.128,0.301,0.572,-0.9153
0.348,0.0,0.652,0.7506
0.0,0.387,0.613,-0.9184
0.125,0.142,0.733,-0.1779
0.263,0.0,0.737,0.3612
0.35,0.483,0.167,-0.2023
0.141,0.319,0.539,-0.5634
0.037,0.381,0.581,-0.9746
0.094,0.0,0.906,0.4215
0.0,0.065,0.935,-0.1154
0.062,0.376,0.562,-0.891
0.165,0.117,0.719,0.1531
0.154,0.275,0.57,-0.5574
0.033,0.092,0.875,-0.4059
0.057,0.0,0.943,0.4404
0.0,0.332,0.668,-0.6682
0.07,0.178,0.752,-0.7311
0.226,0.469,0.306,-0.8107
0.101,0.138,0.761,-0.25
0.28,0.0,0.72,0.8207
0.094,0.235,0.671,-0.6369
0.165,0.0,0.835,0.7841
0.077,0.174,0.749,-0.802
0.026,0.067,0.907,-0.4767
0.08,0.26,0.659,-0.9042
0.427,0.573,0.0,-0.5106
0.0,0.0,1.0,0.0
0.0,0.352,0.648,-0.8467
0.107,0.138,0.755,-0.3627
0.053,0.31,0.638,-0.9403
0.125,0.22,0.655,-0.3818
0.024,0.324,0.652,-0.9522
0.333,0.373,0.294,-0.1027
0.151,0.048,0.801,0.4703
0.252,0.0,0.748,0.4019
0.278,0.426,0.296,-0.911
0.151,0.323,0.526,-0.8485
0.134,0.154,0.712,-0.471
0.045,0.0,0.955,0.25
0.131,0.222,0.647,-0.6378
0.097,0.128,0.775,-0.2023
0.0,0.253,0.747,-0.9169
0.0,0.261,0.739,-0.8822
0.0,0.388,0.612,-0.5859
0.0,0.151,0.849,-0.4939
0.151,0.289,0.56,-0.7506
0.0,0.144,0.856,-0.5268
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.17,0.143,0.687,0.2263
0.0,0.0,1.0,0.0
0.0,0.404,0.596,-0.7269
0.153,0.177,0.67,-0.128
0.314,0.0,0.686,0.8866
0.0,0.0,1.0,0.0
0.074,0.173,0.753,-0.7333
0.12,0.265,0.615,-0.7152
0.111,0.354,0.536,-0.7783
0.094,0.11,0.796,-0.2263
0.0,0.722,0.278,-0.886
0.151,0.15,0.7,0.0112
