pos,neg,neu,compound
0.0,0.146,0.854,-0.6453
0.0,0.0,1.0,0.0
0.0,0.181,0.819,-0.7351
0.052,0.2,0.747,-0.8519
0.165,0.081,0.754,0.4588
0.302,0.0,0.698,0.6369
0.0,0.644,0.356,-0.926
0.123,0.131,0.746,-0.0644
0.0,0.509,0.491,-0.8519
0.246,0.0,0.754,0.5046
0.106,0.353,0.541,-0.9246
0.213,0.0,0.787,0.4019
0.032,0.149,0.819,-0.6908
0.118,0.192,0.691,-0.5994
0.055,0.277,0.668,-0.891
0.562,0.0,0.438,0.8402
0.0,0.655,0.345,-0.5859
0.0,0.267,0.733,-0.922
0.0,0.231,0.769,-0.5574
0.059,0.135,0.806,-0.4939
0.33,0.0,0.67,0.7506
0.286,0.112,0.601,0.8388
0.18,0.129,0.691,0.2732
0.258,0.159,0.583,0.6652
0.141,0.07,0.789,0.5994
0.114,0.246,0.64,-0.765
0.217,0.0,0.783,0.5574
0.152,0.352,0.496,-0.6629
0.0,0.0,1.0,0.0
0.099,0.191,0.71,-0.6908
0.149,0.145,0.705,0.0258
0.151,0.0,0.849,0.5859
0.0,0.33,0.67,-0.5994
0.104,0.055,0.841,0.4019
0.0,0.088,0.912,-0.4215
0.124,0.185,0.691,-0.5859
0.0,0.0,1.0,0.0
0.0,0.75,0.25,-0.8402
0.16,0.466,0.373,-0.8807
0.079,0.23,0.691,-0.6808
0.345,0.0,0.655,0.9287
0.098,0.5,0.402,-0.8402
0.081,0.287,0.632,-0.886
0.154,0.107,0.739,0.1326
0.0,0.333,0.667,-0.5423
0.153,0.0,0.847,0.5574
0.071,0.286,0.643,-0.9282
0.069,0.314,0.616,-0.9577
0.069,0.237,0.693,-0.652
0.0,0.0,1.0,0.0
0.027,0.087,0.886,-0.631
0.052,0.216,0.731,-0.8834
0.0,0.524,0.476,-0.6597
0.076,0.329,0.595,-0.9568
0.055,0.145,0.801,-0.5574
0.07,0.22,0.709,-0.8332
0.086,0.278,0.637,-0.8238
0.067,0.111,0.821,-0.3612
0.541,0.131,0.328,0.8176
0.0,0.216,0.784,-0.8201
0.12,0.202,0.678,-0.3767
0.177,0.088,0.735,0.3895
0.0,0.0,1.0,0.0
0.0,0.46,0.54,-0.8258
0.123,0.232,0.646,-0.8225
0.0,0.251,0.749,-0.9468
0.0,0.144,0.856,-0.5719
0.0,0.345,0.655,-0.9009
0.216,0.191,0.593,0.0516
0.0,0.643,0.357,-0.9451
0.163,0.159,0.679,0.0516
0.066,0.088,0.847,0.0754
0.0,0.25,0.75,-0.6115
0.434,0.0,0.566,0.8881
0.113,0.473,0.414,-0.8903
0.091,0.05,0.859,0.2874
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.241,0.1,0.659,0.4976
0.143,0.418,0.44,-0.5423
0.104,0.0,0.896,0.4215
0.0,0.524,0.476,-0.6597
0.093,0.264,0.643,-0.5274
0.135,0.345,0.52,-0.959
0.024,0.116,0.86,-0.7096
0.08,0.185,0.735,-0.5106
0.0,0.0,1.0,0.0
0.0,0.064,0.936,-0.128
0.0,0.397,0.603,-0.836
0.0,0.186,0.814,-0.7964
0.096,0.0,0.904,0.0964
0.31,0.201,0.489,0.25
0.197,0.134,0.67,0.2263
0.219,0.146,0.635,0.5095
0.0,0.19,0.81,-0.6115
0.202,0.099,0.699,0.4215
0.297,0.156,0.547,0.8056
0.127,0.43,0.443,-0.8625
0.0,0.0,1.0,0.0
0.0,0.35,0.65,-0.6486
0.033,0.066,0.9,-0.34
0.0,0.059,0.941,-0.3716
0.0,0.27,0.73,-0.6222
0.123,0.142,0.735,-0.2023
0.0,0.091,0.909,-0.1531
0.0,0.171,0.829,-0.7845
0.08,0.0,0.92,0.0762
0.068,0.123,0.809,-0.4588
0.0,0.417,0.583,-0.8516
0.0,0.107,0.893,-0.0516
0.054,0.227,0.719,-0.7382
0.044,0.261,0.695,-0.8167
0.333,0.167,0.5,0.4581
0.242,0.094,0.664,0.4215
0.239,0.043,0.718,0.7964
0.2,0.208,0.592,-0.1341
0.113,0.0,0.887,0.4215
0.169,0.089,0.742,0.5106
0.108,0.0,0.892,0.4404
0.0,0.0,1.0,0.0
0.11,0.31,0.58,-0.8372
0.0,0.0,1.0,0.0
0.229,0.243,0.528,0.4804
0.135,0.0,0.865,0.3612
0.199,0.325,0.476,-0.6922
0.088,0.201,0.712,-0.4829
0.0,0.252,0.748,-0.5719
0.167,0.397,0.436,-0.6964
0.0,0.378,0.622,-0.8442
0.267,0.049,0.684,0.8524
0.172,0.182,0.647,-0.0844
0.0,0.381,0.619,-0.6486
0.36,0.0,0.64,0.9559
0.349,0.059,0.591,0.6597
0.396,0.401,0.203,-0.0258
0.0,0.0,1.0,0.0
0.0,0.534,0.466,-0.9274
0.0,0.0,1.0,0.0
0.146,0.483,0.371,-0.9153
0.119,0.134,0.746,-0.0772
0.0,0.115,0.885,-0.296
0.142,0.128,0.729,-0.1531
0.177,0.0,0.823,0.7096
0.0,0.0,1.0,0.0
0.0,0.147,0.853,-0.7469
0.0,0.141,0.859,-0.2023
0.181,0.151,0.669,0.2263
0.0,0.373,0.627,-0.7992
0.139,0.417,0.444,-0.7184
0.075,0.0,0.925,0.0772
0.171,0.322,0.507,-0.6976
0.088,0.0,0.912,0.3612
0.0,0.0,1.0,0.0
0.0,0.306,0.694,-0.296
0.127,0.085,0.788,0.0516
0.234,0.347,0.419,-0.5994
0.067,0.324,0.609,-0.9578
0.0,0.487,0.513,-0.8591
0.0,0.683,0.317,-0.6486
0.175,0.299,0.526,-0.7579
0.186,0.267,0.546,-0.0844
0.044,0.0,0.956,0.0387
0.161,0.102,0.737,0.2732
0.0,0.258,0.742,-0.8271
0.139,0.0,0.861,0.4404
0.171,0.29,0.539,-0.7964
0.102,0.163,0.735,-0.3597
0.342,0.171,0.487,0.3653
0.344,0.137,0.518,0.9557
0.183,0.136,0.68,0.125
0.252,0.222,0.526,0.2263
0.104,0.426,0.47,-0.9186
0.0,0.59,0.41,-0.802
0.0,0.152,0.848,-0.5889
0.0,0.0,1.0,0.0
0.06,0.215,0.725,-0.6124
0.0,0.163,0.837,-0.7469
0.294,0.276,0.43,-0.296
0.223,0.112,0.665,0.8271
0.106,0.188,0.706,-0.7269
0.19,0.355,0.455,-0.6124
0.0,0.34,0.66,-0.631
0.083,0.212,0.705,-0.7184
0.176,0.509,0.314,-0.743
0.188,0.156,0.656,0.1893
0.052,0.099,0.849,-0.4019
0.0,0.45,0.55,-0.9056
0.16,0.025,0.815,0.809
0.132,0.194,0.674,-0.5106
0.0,0.354,0.646,-0.8885
0.211,0.0,0.789,0.8442
0.108,0.0,0.892,0.6249
0.0,0.0,1.0,0.0
0.407,0.0,0.593,0.7606
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.124,0.371,0.504,-0.8951
0.0,0.189,0.811,-0.4215
0.0,0.0,1.0,0.0
0.125,0.0,0.875,0.6757
0.31,0.0,0.69,0.2023
0.135,0.0,0.865,0.4215
0.0,0.0,1.0,0.0
0.088,0.212,0.7,-0.5523
0.294,0.0,0.706,0.8176
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.102,0.145,0.753,-0.3449
0.038,0.077,0.885,-0.3167
0.0,0.068,0.932,-0.3818
0.167,0.19,0.643,-0.2023
0.0,0.35,0.65,-0.6486
0.152,0.3,0.549,-0.6705
0.127,0.302,0.571,-0.8625
0.312,0.0,0.688,0.7783
0.0,0.164,0.836,-0.6908
0.0,0.171,0.829,-0.5719
0.0,0.073,0.927,-0.296
0.0,0.427,0.573,-0.7717
0.05,0.083,0.867,-0.1586
0.092,0.101,0.807,-0.128
0.061,0.063,0.876,-0.0276
0.0,0.384,0.616,-0.8173
0.188,0.0,0.812,0.4588
0.202,0.086,0.713,0.4019
0.12,0.0,0.88,0.2584
0.0,0.425,0.575,-0.5709
0.231,0.224,0.545,-0.2023
0.129,0.17,0.701,-0.1891
0.07,0.094,0.836,-0.4404
0.0,0.325,0.675,-0.8481
0.055,0.211,0.734,-0.5267
0.0,0.0,1.0,0.0
0.084,0.111,0.805,-0.2023
0.306,0.0,0.694,0.765
0.16,0.174,0.666,-0.25
0.252,0.0,0.748,0.6597
0.133,0.051,0.816,0.5416
0.0,0.0,1.0,0.0
0.023,0.278,0.699,-0.945
0.341,0.0,0.659,0.4767
0.093,0.128,0.779,-0.4588
0.152,0.207,0.64,-0.4215
0.168,0.087,0.745,0.4215
0.512,0.0,0.488,0.8555
0.0,0.355,0.645,-0.9216
0.0,0.127,0.873,-0.5859
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.643,0.357,-0.5574
0.118,0.192,0.69,-0.0129
0.114,0.144,0.742,-0.34
0.0,0.595,0.405,-0.6597
0.0,0.183,0.817,-0.8523
0.0,0.0,1.0,0.0
0.257,0.283,0.461,-0.1027
0.0,0.684,0.316,-0.8957
0.158,0.266,0.576,-0.6542
0.195,0.182,0.623,0.0433
0.167,0.189,0.644,-0.128
0.0,0.075,0.925,-0.1779
0.323,0.408,0.269,-0.5994
0.172,0.283,0.545,-0.6249
0.0,0.682,0.318,-0.8934
0.0,0.192,0.808,-0.8512
0.185,0.026,0.789,0.8165
0.274,0.087,0.639,0.6249
0.0,0.309,0.691,-0.765
0.0,0.333,0.667,-0.5423
0.0,0.156,0.844,-0.5423
0.15,0.112,0.738,0.4019
0.046,0.12,0.833,-0.4588
0.09,0.108,0.802,-0.1531
0.103,0.097,0.8,-0.1787
0.0,0.0,1.0,0.0
0.0,0.565,0.435,-0.8316
0.106,0.128,0.766,-0.1531
0.0,0.481,0.519,-0.5719
0.051,0.363,0.585,-0.9559
0.0,0.266,0.734,-0.6908
0.074,0.102,0.824,-0.3182
0.107,0.152,0.741,-0.4997
0.11,0.251,0.639,-0.4756
0.0,0.0,1.0,0.0
0.0,0.384,0.616,-0.9485
0.106,0.213,0.682,-0.8229
0.0,0.343,0.657,-0.91
0.235,0.0,0.765,0.5574
0.262,0.308,0.429,-0.3612
0.0,0.609,0.391,-0.8316
0.0,0.0,1.0,0.0
0.228,0.299,0.472,-0.2263
0.0,0.0,1.0,0.0
0.121,0.0,0.879,0.296
0.0,0.0,1.0,0.0
0.191,0.35,0.459,-0.8025
0.107,0.124,0.769,0.0258
0.056,0.295,0.649,-0.8447
0.219,0.238,0.543,-0.6486
0.0,0.0,1.0,0.0
0.065,0.101,0.835,-0.2263
0.291,0.261,0.448,0.1027
0.073,0.274,0.653,-0.7731
0.0,0.548,0.452,-0.9561
0.161,0.405,0.434,-0.9383
0.0,0.634,0.366,-0.886
0.0,0.324,0.676,-0.34
0.0,0.141,0.859,-0.5574
0.0,0.241,0.759,-0.5423
0.046,0.146,0.808,-0.8271
0.106,0.029,0.866,0.5618
0.0,0.249,0.751,-0.6486
0.205,0.087,0.708,0.7351
0.171,0.131,0.698,0.3182
0.174,0.12,0.707,0.25
0.0,0.0,1.0,0.0
0.17,0.154,0.676,0.204
0.038,0.169,0.792,-0.7149
0.259,0.0,0.741,0.8588
0.16,0.469,0.37,-0.5423
0.088,0.148,0.764,-0.296
0.105,0.126,0.769,-0.1531
0.174,0.0,0.826,0.5859
0.088,0.0,0.912,0.3612
0.323,0.197,0.48,0.6083
0.158,0.265,0.577,-0.9127
0.0,0.205,0.795,-0.802
0.119,0.16,0.721,-0.4767
0.0,0.493,0.507,-0.9127
0.0,0.0,1.0,0.0
0.025,0.152,0.823,-0.802
0.108,0.149,0.743,-0.296
0.057,0.082,0.86,-0.3182
0.042,0.342,0.616,-0.8934
0.0,0.178,0.822,-0.3818
0.197,0.305,0.497,-0.3662
0.082,0.182,0.735,-0.5267
0.0,0.378,0.622,-0.8074
0.042,0.0,0.958,0.0387
0.067,0.388,0.545,-0.743
0.0,0.545,0.455,-0.5574
0.132,0.0,0.868,0.5759
0.0,0.082,0.918,-0.6486
0.11,0.202,0.688,-0.6124
0.0,0.212,0.788,-0.6486
0.123,0.366,0.511,-0.7717
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.497,0.503,-0.967
0.037,0.143,0.82,-0.5423
0.199,0.0,0.801,0.5719
0.0,0.48,0.52,-0.8074
0.06,0.282,0.658,-0.7935
0.0,0.197,0.803,-0.4019
0.292,0.0,0.708,0.765
0.116,0.193,0.691,-0.5994
0.0,0.335,0.665,-0.8611
0.251,0.51,0.239,-0.6542
0.088,0.092,0.82,-0.296
0.0,0.0,1.0,0.0
0.141,0.078,0.781,0.2023
0.0,0.112,0.888,-0.5267
0.0,0.626,0.374,-0.9136
0.085,0.131,0.784,-0.296
0.188,0.178,0.633,-0.1027
0.066,0.248,0.686,-0.8774
0.0,0.27,0.73,-0.5719
0.067,0.083,0.85,-0.1174
0.051,0.261,0.688,-0.9201
0.0,0.075,0.925,-0.4404
0.092,0.199,0.709,-0.3612
0.0,0.0,1.0,0.0
0.145,0.084,0.771,0.0103
0.09,0.283,0.627,-0.9275
0.157,0.0,0.843,0.0772
0.0,0.456,0.544,-0.9423
0.089,0.139,0.772,-0.5526
0.197,0.0,0.803,0.7783
0.106,0.102,0.791,0.0341
0.0,0.436,0.564,-0.9805
0.459,0.0,0.541,0.5267
0.056,0.428,0.516,-0.9559
0.044,0.085,0.87,-0.5267
0.109,0.2,0.692,-0.195
0.0,0.198,0.802,-0.4939
0.154,0.199,0.647,-0.3041
0.053,0.266,0.681,-0.9001
0.258,0.199,0.543,0.3182
0.0,0.0,1.0,0.0
0.164,0.117,0.719,0.3818
0.183,0.425,0.392,-0.5719
0.0,0.08,0.92,-0.5423
0.0,0.0,1.0,0.0
0.0,0.135,0.865,-0.5994
0.193,0.212,0.595,-0.1732
0.132,0.0,0.868,0.4404
0.129,0.231,0.64,-0.6303
0.042,0.4,0.557,-0.969
0.0,0.32,0.68,-0.6908
0.174,0.319,0.507,-0.25
0.076,0.529,0.395,-0.9423
0.0,0.192,0.808,-0.6908
0.0,0.0,1.0,0.0
0.0,0.193,0.807,-0.874
0.292,0.101,0.607,0.5449
0.142,0.116,0.742,0.1531
0.0,0.0,1.0,0.0
0.0,0.074,0.926,-0.6124
0.278,0.0,0.722,0.7322
0.0,0.231,0.769,-0.5574
0.104,0.12,0.776,-0.2023
0.104,0.0,0.896,0.296
0.063,0.307,0.63,-0.9048
0.219,0.0,0.781,0.4215
0.112,0.0,0.888,0.2263
0.0,0.058,0.942,-0.0572
0.0,0.375,0.625,-0.802
0.069,0.035,0.896,0.296
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.153,0.0,0.847,0.5334
0.0,0.347,0.653,-0.9035
0.0,0.0,1.0,0.0
0.0,0.156,0.844,-0.3658
0.121,0.121,0.757,-0.0015
0.0,0.046,0.954,-0.3182
0.0,0.0,1.0,0.0
0.184,0.365,0.451,-0.7003
0.0,0.254,0.746,-0.5267
0.078,0.115,0.807,-0.1027
0.195,0.2,0.605,-0.0829
0.15,0.445,0.406,-0.9494
0.156,0.468,0.375,-0.8996
0.086,0.436,0.478,-0.9001
0.0,0.469,0.531,-0.891
0.085,0.144,0.771,-0.2846
0.158,0.254,0.588,-0.6929
0.108,0.156,0.736,-0.0258
0.0,0.291,0.709,-0.5709
0.669,0.0,0.331,0.8442
0.309,0.227,0.464,0.1531
0.098,0.144,0.758,-0.4556
0.259,0.0,0.741,0.6808
0.0,0.293,0.707,-0.8807
0.078,0.0,0.922,0.0258
0.109,0.224,0.667,-0.8201
0.155,0.0,0.845,0.5559
0.186,0.176,0.638,0.1119
0.0,0.0,1.0,0.0
0.255,0.267,0.478,-0.0865
0.153,0.055,0.792,0.6942
0.0,0.0,1.0,0.0
0.329,0.276,0.395,-0.0516
0.103,0.287,0.61,-0.9241
0.161,0.302,0.537,-0.5267
0.0,0.16,0.84,-0.2263
0.0,0.213,0.787,-0.9136
0.256,0.18,0.564,0.3174
0.0,0.0,1.0,0.0
0.058,0.243,0.7,-0.6705
0.147,0.0,0.853,0.8074
0.157,0.154,0.689,-0.235
0.064,0.135,0.801,-0.0516
0.038,0.112,0.851,-0.428
0.0,0.0,1.0,0.0
0.0,0.499,0.501,-0.8387
0.143,0.2,0.657,-0.25
0.0,0.0,1.0,0.0
0.261,0.144,0.595,0.4084
0.0,0.0,1.0,0.0
0.0,0.096,0.904,-0.5423
0.093,0.176,0.732,-0.4019
0.0,0.235,0.765,-0.6486
0.0,0.425,0.575,-0.5709
0.116,0.112,0.773,0.0258
0.053,0.199,0.748,-0.7675
0.0,0.377,0.623,-0.7239
0.104,0.24,0.656,-0.5423
0.412,0.0,0.588,0.8555
0.064,0.267,0.668,-0.8591
0.0,0.393,0.607,-0.9231
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.263,0.737,-0.6908
0.0,0.211,0.789,-0.8658
0.0,0.0,1.0,0.0
0.039,0.108,0.853,-0.5667
0.372,0.186,0.442,0.4939
0.096,0.239,0.664,-0.6486
0.074,0.234,0.691,-0.6124
0.132,0.122,0.746,-0.144
0.212,0.232,0.556,-0.2047
0.0,0.481,0.519,-0.5719
0.0,0.388,0.612,-0.5859
0.088,0.232,0.68,-0.5574
0.0,0.0,1.0,0.0
0.0,0.27,0.73,-0.5719
0.19,0.0,0.81,0.2755
0.125,0.0,0.875,0.431
0.168,0.114,0.718,0.5095
0.0,0.302,0.698,-0.7579
0.0,0.518,0.482,-0.6486
0.0,0.462,0.538,-0.6486
0.155,0.33,0.515,-0.5254
0.129,0.063,0.808,-0.2617
0.0,0.056,0.944,-0.296
0.0,0.507,0.493,-0.802
0.161,0.0,0.839,0.3612
0.0,0.0,1.0,0.0
0.0,0.243,0.757,-0.6983
0.0,0.297,0.703,-0.9082
0.19,0.0,0.81,0.6597
0.028,0.334,0.638,-0.9468
0.455,0.0,0.545,0.3612
0.0,0.367,0.633,-0.9001
0.35,0.317,0.333,0.1027
0.2,0.076,0.723,0.7184
0.0,0.512,0.488,-0.2732
0.367,0.0,0.633,0.7003
0.111,0.284,0.605,-0.9274
0.08,0.232,0.688,-0.743
0.0,0.0,1.0,0.0
0.149,0.0,0.851,0.4215
0.0,0.222,0.778,-0.5719
0.0,0.327,0.673,-0.7783
0.207,0.534,0.259,-0.8779
0.463,0.124,0.413,0.8885
0.452,0.0,0.548,0.5106
0.0,0.0,1.0,0.0
0.182,0.226,0.591,-0.2247
0.163,0.371,0.466,-0.553
0.333,0.0,0.667,0.3612
0.113,0.205,0.683,-0.7184
0.161,0.176,0.663,-0.2023
0.0,0.371,0.629,-0.6486
0.073,0.36,0.567,-0.9284
0.243,0.0,0.757,0.8625
0.137,0.151,0.712,-0.2037
0.0,0.3,0.7,-0.9607
0.222,0.107,0.671,0.8548
0.201,0.101,0.698,0.5994
0.102,0.0,0.898,0.3612
0.0,0.444,0.556,-0.802
0.202,0.104,0.694,0.3699
0.0,0.243,0.757,-0.8271
0.0,0.0,1.0,0.0
0.207,0.298,0.496,-0.4939
0.259,0.364,0.376,-0.3624
0.056,0.0,0.944,0.3384
0.312,0.172,0.516,0.9765
0.0,0.505,0.495,-0.6249
0.12,0.139,0.741,-0.222
0.183,0.0,0.817,0.5859
0.042,0.166,0.792,-0.8658
0.093,0.076,0.831,-0.0165
0.149,0.346,0.505,-0.9453
0.054,0.405,0.541,-0.9451
0.0,0.51,0.49,-0.8555
0.0,0.0,1.0,0.0
0.07,0.269,0.661,-0.8834
0.185,0.377,0.438,-0.4922
0.0,0.5,0.5,-0.7906
0.0,0.389,0.611,-0.7906
0.0,0.242,0.758,-0.7906
0.162,0.125,0.713,0.0772
0.127,0.161,0.712,-0.4404
0.0,0.243,0.757,-0.6326
0.0,0.497,0.503,-0.836
0.242,0.0,0.758,0.4939
0.0,0.359,0.641,-0.9169
0.091,0.334,0.574,-0.802
0.133,0.369,0.498,-0.7717
0.133,0.314,0.553,-0.9413
0.0,0.417,0.583,-0.6486
0.104,0.0,0.896,0.2732
0.061,0.451,0.488,-0.9872
0.0,0.372,0.628,-0.7964
0.473,0.0,0.527,0.9109
0.0,0.394,0.606,-0.6369
0.602,0.149,0.248,0.8074
0.0,0.524,0.476,-0.6597
0.0,0.381,0.619,-0.6486
0.0,0.388,0.612,-0.8225
0.161,0.106,0.733,0.3744
0.0,0.425,0.575,-0.5719
0.0,0.252,0.748,-0.659
0.0,0.106,0.894,-0.3612
0.0,0.212,0.788,-0.7906
0.254,0.075,0.671,0.8805
0.144,0.138,0.718,-0.1779
0.0,0.104,0.896,-0.2732
0.0,0.128,0.872,-0.4215
0.087,0.157,0.755,-0.6705
0.027,0.178,0.795,-0.8016
0.0,0.247,0.753,-0.8967
0.086,0.121,0.793,-0.25
0.264,0.0,0.736,0.6871
0.165,0.0,0.835,0.7964
0.248,0.106,0.645,0.7237
0.0,0.0,1.0,0.0
0.04,0.145,0.815,-0.7237
0.06,0.106,0.833,-0.3818
0.419,0.0,0.581,0.802
0.31,0.0,0.69,0.4019
0.379,0.0,0.621,0.5667
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2,0.0,0.8,0.4588
0.0,0.106,0.894,-0.431
0.096,0.162,0.742,-0.3612
0.054,0.219,0.727,-0.8976
0.0,0.417,0.583,-0.6486
0.098,0.296,0.606,-0.7583
0.0,0.0,1.0,0.0
0.122,0.113,0.766,0.0516
0.291,0.368,0.342,-0.2263
0.0,0.295,0.705,-0.7964
0.076,0.294,0.63,-0.8519
0.169,0.095,0.736,0.1027
0.0,0.179,0.821,-0.5719
0.0,0.377,0.623,-0.8831
0.0,0.0,1.0,0.0
0.0,0.281,0.719,-0.6486
0.0,0.125,0.875,-0.7059
0.0,0.463,0.537,-0.8591
0.229,0.46,0.311,-0.5729
0.193,0.349,0.459,-0.5267
0.0,0.36,0.64,-0.6697
0.0,0.0,1.0,0.0
0.135,0.0,0.865,0.3612
0.0,0.0,1.0,0.0
0.148,0.189,0.663,-0.2023
0.0,0.481,0.519,-0.5719
0.375,0.0,0.625,0.6369
0.0,0.305,0.695,-0.9173
0.173,0.135,0.691,-0.399
0.064,0.0,0.936,0.128
0.0,0.329,0.671,-0.9451
0.228,0.238,0.534,-0.0772
0.0,0.0,1.0,0.0
0.0,0.264,0.736,-0.6486
0.0,0.436,0.564,-0.9118
0.1,0.204,0.696,-0.7964
0.104,0.072,0.824,0.2263
0.178,0.327,0.495,-0.4588
0.101,0.063,0.836,0.2732
0.147,0.082,0.771,0.5574
0.0,0.346,0.654,-0.5719
0.137,0.258,0.604,-0.4939
0.0,0.291,0.709,-0.5719
0.062,0.411,0.526,-0.9578
0.101,0.114,0.784,-0.34
0.0,0.0,1.0,0.0
0.053,0.177,0.769,-0.7517
0.208,0.312,0.479,-0.7184
0.042,0.377,0.58,-0.9287
0.0,0.0,1.0,0.0
0.381,0.0,0.619,0.5719
0.069,0.062,0.869,0.0772
0.094,0.287,0.619,-0.9062
0.185,0.0,0.815,0.3612
0.041,0.057,0.902,-0.1531
0.096,0.176,0.728,-0.4754
0.327,0.322,0.351,0.0349
0.0,0.637,0.363,-0.792
0.0,0.0,1.0,0.0
0.307,0.0,0.693,0.7351
0.057,0.304,0.638,-0.9119
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.106,0.25,0.644,-0.7485
0.231,0.0,0.769,0.6908
0.064,0.113,0.823,-0.34
0.0,0.0,1.0,0.0
0.303,0.332,0.365,-0.6808
0.0,0.0,1.0,0.0
0.0,0.559,0.441,-0.5859
0.0,0.0,1.0,0.0
0.111,0.0,0.889,0.6124
0.172,0.187,0.64,-0.5574
0.146,0.0,0.854,0.4404
0.0,0.122,0.878,-0.5574
0.131,0.14,0.729,-0.3182
0.163,0.166,0.67,-0.2835
0.0,0.244,0.756,-0.6369
0.0,0.457,0.543,-0.7096
0.0,0.0,1.0,0.0
0.0,0.091,0.909,-0.1027
0.177,0.0,0.823,0.4215
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.08,0.05,0.87,0.1655
0.267,0.238,0.495,0.1516
0.0,0.0,1.0,0.0
0.153,0.558,0.289,-0.8689
0.543,0.0,0.457,0.8591
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.264,0.0,0.736,0.7269
0.0,0.424,0.576,-0.7096
0.1,0.281,0.619,-0.5849
0.065,0.196,0.739,-0.6908
0.196,0.313,0.491,-0.3961
0.548,0.0,0.452,0.8176
0.0,0.106,0.894,-0.1586
0.0,0.064,0.936,-0.1779
0.174,0.0,0.826,0.2732
0.297,0.216,0.487,0.6322
0.0,0.231,0.769,-0.5574
0.0,0.18,0.82,-0.835
0.0,0.451,0.549,-0.8481
0.0,0.423,0.577,-0.6597
0.0,0.487,0.513,-0.5859
0.046,0.032,0.922,0.1655
0.046,0.123,0.83,-0.6428
0.368,0.0,0.632,0.872
0.0,0.0,1.0,0.0
0.077,0.452,0.472,-0.8107
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.199,0.163,0.638,-0.25
0.058,0.054,0.888,0.0201
0.133,0.24,0.627,-0.4404
0.024,0.146,0.831,-0.802
0.051,0.079,0.87,-0.1027
0.2,0.122,0.678,0.296
0.059,0.158,0.783,-0.6968
0.201,0.13,0.669,0.2263
0.0,0.0,1.0,0.0
0.237,0.0,0.763,0.8413
0.129,0.105,0.766,0.128
0.053,0.381,0.566,-0.9623
0.031,0.302,0.667,-0.9073
0.119,0.144,0.737,-0.4062
0.0,0.171,0.829,-0.4767
0.129,0.151,0.72,-0.323
0.0,0.157,0.843,-0.4404
0.0,0.193,0.807,-0.6486
0.198,0.131,0.672,0.2023
0.0,0.235,0.765,-0.8362
0.068,0.078,0.854,-0.1027
0.0,0.72,0.28,-0.8271
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.384,0.616,-0.6818
0.0,0.402,0.598,-0.6908
0.219,0.0,0.781,0.4939
0.061,0.264,0.675,-0.9571
0.139,0.0,0.861,0.4404
0.0,0.23,0.77,-0.6207
0.252,0.105,0.643,0.7609
0.216,0.281,0.503,-0.228
0.0,0.552,0.448,-0.5719
0.0,0.36,0.64,-0.8074
0.0,0.249,0.751,-0.9313
0.074,0.235,0.691,-0.743
0.103,0.181,0.716,-0.2382
0.159,0.0,0.841,0.7579
0.056,0.262,0.682,-0.7741
0.0,0.342,0.658,-0.9627
0.137,0.15,0.713,0.0736
0.051,0.12,0.829,-0.4588
0.098,0.412,0.49,-0.8126
0.046,0.257,0.697,-0.8654
0.244,0.441,0.315,-0.7184
0.064,0.0,0.936,0.0772
0.059,0.141,0.8,-0.5423
0.228,0.445,0.326,-0.6115
0.174,0.451,0.376,-0.6623
0.161,0.119,0.72,-0.0
0.11,0.081,0.809,0.2023
0.21,0.07,0.72,0.326
0.208,0.122,0.67,0.3612
0.155,0.107,0.738,0.3182
0.316,0.0,0.684,0.7184
0.0,0.0,1.0,0.0
0.278,0.138,0.584,0.4754
0.203,0.0,0.797,0.7269
0.156,0.3,0.545,-0.8555
0.0,0.179,0.821,-0.5719
0.121,0.348,0.531,-0.6908
0.087,0.0,0.913,0.296
0.147,0.432,0.421,-0.7506
0.208,0.0,0.792,0.6705
0.115,0.0,0.885,0.0772
0.099,0.15,0.751,-0.3182
0.154,0.109,0.737,0.2486
0.0,0.608,0.392,-0.7351
0.058,0.205,0.737,-0.5849
0.384,0.0,0.616,0.6808
0.234,0.098,0.668,0.7275
0.043,0.19,0.766,-0.7964
0.0,0.16,0.84,-0.3566
0.0,0.681,0.319,-0.943
0.389,0.19,0.421,0.5847
0.145,0.09,0.765,0.3887
0.225,0.0,0.775,0.7003
0.332,0.159,0.509,0.5367
0.068,0.062,0.87,0.0759
0.032,0.174,0.795,-0.7351
0.077,0.0,0.923,0.1531
0.106,0.253,0.641,-0.6808
